hit_res,multi_scatter,ghost_rate,drop_rate,epsilon,phi_range,theta_range,primary_vertices,event_count,ghost_rate_metrics,clone_fraction_metrics,reconstruction_efficiency_metrics,hit_efficiency_metrics,purity_metrics,total_rec_tracks_metrics,total_truth_tracks_metrics,ghost_tracks_metrics,clones_count_metrics
0.002,0.0004,0.02,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.134596031955066], [0, 0, -2.050151013305858], [0, 0, 0.6051988358559921], [0, 0, 0.515834851723539]]",4,0.0,0.0,0.9875,0.7805555555555551,1.0,79,80,[],0
0.002,0.0004,0.02,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 1.938854712336482], [0, 0, 0.078498229843545], [0, 0, -0.19491662507027702], [0, 0, 0.205403817069148]]",4,0.0,0.0,1.0,0.7908163265306121,1.0,80,80,[],0
0.002,0.0004,0.02,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.6730574548589201], [0, 0, -1.680709196605609], [0, 0, -0.12149300809066602], [0, 0, -1.069543818575748]]",4,0.0,0.0,0.9875,0.7916666666666661,1.0,79,80,[],0
0.002,0.0004,0.04,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.47147631305388904], [0, 0, -1.064441455336131], [0, 0, 0.672061833279719], [0, 0, -0.9245749032215721]]",4,0.0,0.0,0.9875,0.77,1.0,79,80,[],0
0.002,0.0004,0.04,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.33544798174301604], [0, 0, -0.49203691864694005], [0, 0, 1.239635699578743], [0, 0, -1.168657402498933]]",4,0.0,0.0,0.975,0.7805555555555551,1.0,78,80,[],0
0.002,0.0004,0.04,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.6207155859472], [0, 0, 0.21312524104872801], [0, 0, -1.480118860868167], [0, 0, 1.984032184776666]]",4,0.0,0.0,1.0,0.7908163265306121,1.0,80,80,[],0
0.002,0.0004,0.04,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.30029394162441003], [0, 0, -0.44768253341075204], [0, 0, -0.019407232489485], [0, 0, -0.37820174406611]]",4,0.0,0.0,0.9875,0.747395833333333,1.0,79,80,[],0
0.002,0.0006,0.01,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.38959423316441205], [0, 0, -0.211392485493501], [0, 0, -2.12994166427184], [0, 0, -0.27649428966898504]]",4,0.0,0.0,0.8250000000000001,0.53,1.0,66,80,[],0
0.002,0.0006,0.01,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.023109506508591], [0, 0, -0.709619158026566], [0, 0, -0.936011003508025], [0, 0, -1.578861601512209]]",4,0.014492753623188,0.0,0.85,0.561111111111111,1.0,69,80,[12],0
0.002,0.0006,0.01,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, -1.419147635455702], [0, 0, 0.20403387910810103], [0, 0, -0.09697855681858401], [0, 0, -1.298645318646728]]",4,0.0,0.0,0.8250000000000001,0.568877551020408,1.0,66,80,[],0
0.002,0.0006,0.01,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.12731181732326402], [0, 0, -0.761051700300803], [0, 0, 0.8461111533736111], [0, 0, -0.9556425267648191]]",4,0.015384615384615,0.0,0.8,0.53125,1.0,65,80,[48],0
0.002,0.0006,0.02,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.033345235152438], [0, 0, 1.400545053035152], [0, 0, 0.6265562603299231], [0, 0, 0.517223316347421]]",4,0.0,0.0,0.9125,0.595,1.0,73,80,[],0
0.002,0.0006,0.02,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, -1.684439769472466], [0, 0, 0.522638303024457], [0, 0, 0.9318673227957741], [0, 0, 0.17185781770028302]]",4,0.0,0.0,0.8625,0.547222222222222,1.0,69,80,[],0
0.002,0.0006,0.02,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.683632567334382], [0, 0, -0.62517859794214], [0, 0, 2.047989132412894], [0, 0, 0.47743954999575106]]",4,0.0,0.0,0.8875000000000001,0.5918367346938771,1.0,71,80,[],0
0.002,0.0006,0.02,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.527431484332458], [0, 0, 0.29410815501453], [0, 0, -0.46374505981256103], [0, 0, -2.034916729661383]]",4,0.0,0.0,0.7375,0.4765625,1.0,59,80,[],0
0.002,0.0006,0.04,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.0574036572105001], [0, 0, -1.703707454984432], [0, 0, -0.842890227849703], [0, 0, -0.332255544737445]]",4,0.0,0.0,0.8375,0.5325,1.0,67,80,[],0
0.002,0.0006,0.04,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.15376042274613], [0, 0, 0.5406588393794141], [0, 0, 0.363217941713871], [0, 0, 1.734182000196772]]",4,0.0,0.0,0.8,0.55,1.0,64,80,[],0
0.002,0.0006,0.04,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.215931718111255], [0, 0, 0.487891756235566], [0, 0, 0.081711432469284], [0, 0, -0.687968811379958]]",4,0.0,0.0,0.8,0.507653061224489,1.0,64,80,[],0
0.002,0.0006,0.04,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, -1.891022966883686], [0, 0, -1.883411695695045], [0, 0, -0.5934473139274], [0, 0, -0.96914058755759]]",4,0.0,0.0,0.8250000000000001,0.536458333333333,1.0,66,80,[],0
0.002,0.0008,0.01,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, -1.179291401763535], [0, 0, -2.082860712267086], [0, 0, 0.9861454283183991], [0, 0, -0.33759063101521103]]",4,0.0,0.0,0.525,0.325,1.0,42,80,[],0
0.002,0.0008,0.01,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.055877758930767005], [0, 0, -0.83508567990738], [0, 0, -0.27385670152436803], [0, 0, 0.5811391280426791]]",4,0.0,0.0,0.5625,0.330555555555555,1.0,45,80,[],0
0.002,0.0008,0.01,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, -1.091472573164139], [0, 0, 0.486085964095867], [0, 0, 1.442611776691751], [0, 0, -0.52319772213316]]",4,0.0,0.0,0.5750000000000001,0.339285714285714,1.0,46,80,[],0
0.002,0.0008,0.01,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.5097048553627821], [0, 0, -0.42077585098894704], [0, 0, -0.21561125720441401], [0, 0, 0.037420138551218]]",4,0.0,0.0,0.6000000000000001,0.328125,1.0,48,80,[],0
0.002,0.0008,0.02,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, 1.095305719498631], [0, 0, -0.75443703774159], [0, 0, 0.44461427744082904], [0, 0, -2.044565060928334]]",4,0.0,0.0,0.5125000000000001,0.3225,0.993031358885017,41,80,[],0
0.002,0.0008,0.02,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.526772784805771], [0, 0, 1.781506327535026], [0, 0, 0.8349451086948191], [0, 0, 0.213053297605022]]",4,0.02,0.0,0.6125,0.383333333333333,1.0,50,80,[5],0
0.002,0.0008,0.02,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.14048237407542402], [0, 0, 0.611340080830979], [0, 0, 0.015776892063848], [0, 0, -0.425926215629822]]",4,0.0,0.0,0.6375000000000001,0.375,1.0,51,80,[],0
0.002,0.0008,0.02,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.392989336426232], [0, 0, 1.83257822423449], [0, 0, -0.074648567811385], [0, 0, -0.22660501686348802]]",4,0.0,0.0,0.5625,0.341145833333333,1.0,45,80,[],0
0.002,0.0008,0.04,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.199754526624698], [0, 0, -1.276588410010853], [0, 0, 0.26689454835728205], [0, 0, 1.017704088283273]]",4,0.0,0.0,0.6000000000000001,0.36,0.994791666666666,48,80,[],0
0.002,0.0008,0.04,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.26045179640633104], [0, 0, -0.06282241098961401], [0, 0, -0.5851779830341081], [0, 0, -0.586595529256787]]",4,0.0,0.0,0.5125000000000001,0.3,1.0,41,80,[],0
0.002,0.0008,0.04,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.42596862195184904], [0, 0, -0.08606496647739101], [0, 0, 0.17098284903954403], [0, 0, -1.9150621319863412]]",4,0.0,0.0,0.525,0.301020408163265,1.0,42,80,[],0
0.002,0.0008,0.04,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.231043235751126], [0, 0, -0.428545334992451], [0, 0, 0.45567047698911306], [0, 0, -1.515755584358645]]",4,0.0,0.0,0.65,0.377604166666666,1.0,52,80,[],0
0.002,0.001,0.01,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.8582244927499061], [0, 0, 0.08488859538573601], [0, 0, -0.7634695546041541], [0, 0, 0.631246060576222]]",4,0.0,0.0,0.3,0.1675,1.0,24,80,[],0
0.002,0.001,0.01,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.07004894572365601], [0, 0, -0.523284237349632], [0, 0, -1.144818314355903], [0, 0, 0.574940989366519]]",4,0.0,0.0,0.3375,0.183333333333333,1.0,27,80,[],0
0.002,0.001,0.01,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.39816059616196503], [0, 0, -0.797526494745546], [0, 0, 1.435475320133424], [0, 0, 0.958360602070753]]",4,0.0,0.0,0.35,0.196428571428571,1.0,28,80,[],0
0.002,0.001,0.01,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.7170306411775721], [0, 0, -0.9801735088194421], [0, 0, 0.089661147615244], [0, 0, -1.210852439568461]]",4,0.0,0.0,0.3125,0.192708333333333,1.0,25,80,[],0
0.002,0.001,0.02,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.667089117001191], [0, 0, -1.319380509371354], [0, 0, 0.6846232597799741], [0, 0, -1.438485106295491]]",4,0.029411764705882,0.0,0.4125,0.2325,1.0,34,80,[16],0
0.002,0.001,0.02,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.593619255332275], [0, 0, -0.879313356692583], [0, 0, -0.12983455129586402], [0, 0, -1.574875252344728]]",4,0.0,0.0,0.425,0.205555555555555,1.0,34,80,[],0
0.002,0.001,0.02,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.065399172247926], [0, 0, -0.35209946896090205], [0, 0, 1.642443477348338], [0, 0, -1.398499567791362]]",4,0.0,0.0,0.4125,0.224489795918367,1.0,33,80,[],0
0.002,0.001,0.02,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.05031199288609001], [0, 0, -0.8044493565028401], [0, 0, 0.20483402079777502], [0, 0, -1.305162947729289]]",4,0.045454545454545,0.0,0.2625,0.145833333333333,1.0,22,80,[4],0
0.002,0.001,0.04,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.6286339080243241], [0, 0, 1.932111458629542], [0, 0, 0.265682934833249], [0, 0, -0.783021974063528]]",4,0.0,0.0,0.2875,0.1625,1.0,23,80,[],0
0.002,0.001,0.04,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.6450418706742771], [0, 0, -0.6265519693409121], [0, 0, -0.318078363846645], [0, 0, 2.170927500022006]]",4,0.0,0.0,0.5,0.286111111111111,1.0,40,80,[],0
0.002,0.001,0.04,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.086270143212842], [0, 0, -1.1966204930656321], [0, 0, -0.08064115889754801], [0, 0, 1.9631082035390732]]",4,0.0,0.0,0.3125,0.178571428571428,1.0,25,80,[],0
0.002,0.001,0.04,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.14798567025730902], [0, 0, -1.06526718820568], [0, 0, -0.721469784767894], [0, 0, 1.458129769207867]]",4,0.0,0.0,0.35,0.205729166666666,1.0,28,80,[],0
0.004,0.0,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.028976121630133002], [0, 0, 2.209810761757086], [0, 0, 0.181567297844307], [0, 0, 1.396949834892665]]",4,0.0,0.0,1.0,0.9925,1.0,80,80,[],0
0.004,0.0,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.401833706535801], [0, 0, -1.319134701264405], [0, 0, -0.535780866549282], [0, 0, 0.681732273536173]]",4,0.0,0.0,1.0,1.0,0.997499999999999,80,80,[],0
0.004,0.0,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.42473232026900604], [0, 0, 0.178971730883658], [0, 0, 0.819527420231802], [0, 0, 1.2275418864610481]]",4,0.0,0.0,1.0,0.9948979591836732,1.0,80,80,[],0
0.004,0.0,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.680113862223625], [0, 0, 0.9278133399525511], [0, 0, -0.222802745037386], [0, 0, -0.36253288259592803]]",4,0.0,0.0,1.0,0.997395833333333,1.0,80,80,[],0
0.004,0.0,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.53653934361636], [0, 0, -0.24702748590926002], [0, 0, -1.093024094494467], [0, 0, 0.9682765296867981]]",4,0.0,0.0,1.0,0.995,1.0,80,80,[],0
0.004,0.0,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.476923867365162], [0, 0, 1.6379369019675298], [0, 0, 1.108730820467798], [0, 0, -0.574341142729877]]",4,0.0,0.0,1.0,0.997222222222222,1.0,80,80,[],0
0.004,0.0,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.135517639626746], [0, 0, -0.032859147633618004], [0, 0, -1.3465710237868191], [0, 0, 0.476976425826851]]",4,0.0,0.0,1.0,0.997448979591836,1.0,80,80,[],0
0.004,0.0,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.6891861348260702], [0, 0, 0.699384995010464], [0, 0, -0.5657819891979441], [0, 0, -0.006136748205003001]]",4,0.012658227848101,0.0,0.975,0.973958333333333,1.0,79,80,[56],0
0.004,0.0,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.20703069533433302], [0, 0, 0.479704819203694], [0, 0, 0.31513275440460803], [0, 0, -0.6431473387763601]]",4,0.0,0.0,1.0,0.9975,1.0,80,80,[],0
0.004,0.0,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.33608364551387804], [0, 0, -2.016404107590334], [0, 0, 1.449403122819391], [0, 0, -0.8520634517496851]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.004,0.0,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.46204712945557], [0, 0, 1.548436928962884], [0, 0, -1.303019680899127], [0, 0, 0.22628421076451002]]",4,0.0,0.0,1.0,0.9948979591836732,1.0,80,80,[],0
0.004,0.0,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.6734093383709411], [0, 0, 0.06671192107309401], [0, 0, 1.315378272190633], [0, 0, 1.040050640459787]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.004,0.0002,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.9403744387831251], [0, 0, -2.017990968057471], [0, 0, 1.4139597657324021], [0, 0, 0.22308379008438903]]",4,0.0,0.0,1.0,0.9375,1.0,80,80,[],0
0.004,0.0002,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.366472704370548], [0, 0, -0.38740223854342903], [0, 0, -1.51696729050847], [0, 0, -0.9867148107533571]]",4,0.0,0.0,1.0,0.938888888888888,1.0,80,80,[],0
0.004,0.0002,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.46205211458091905], [0, 0, 2.133493239312506], [0, 0, -0.35051357776957603], [0, 0, 0.9554446312812661]]",4,0.0,0.0,1.0,0.948979591836734,1.0,80,80,[],0
0.004,0.0002,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.753390967143418], [0, 0, -2.067521962215926], [0, 0, 0.042993883333186], [0, 0, 0.37127108294736705]]",4,0.0,0.0,1.0,0.924479166666666,1.0,80,80,[],0
0.004,0.0002,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.329158225660626], [0, 0, -1.065916324085109], [0, 0, -0.20002542961892203], [0, 0, 1.133943528706885]]",4,0.0,0.0,1.0,0.945,1.0,80,80,[],0
0.004,0.0002,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.7437945265851931], [0, 0, -1.099565666859517], [0, 0, 1.768472937488868], [0, 0, -2.357363398468215]]",4,0.0,0.0,1.0,0.9361111111111112,1.0,80,80,[],0
0.004,0.0002,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.768652422733593], [0, 0, -0.193469974370114], [0, 0, 0.26558824166967404], [0, 0, -0.41352943384949503]]",4,0.0,0.0,1.0,0.923469387755102,1.0,80,80,[],0
0.004,0.0002,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.859780478792804], [0, 0, -2.166282120553263], [0, 0, 0.898859297954755], [0, 0, 0.239168575061099]]",4,0.0,0.0,1.0,0.940104166666666,1.0,80,80,[],0
0.004,0.0002,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.6680265215705332], [0, 0, 0.210341144899747], [0, 0, -0.43131666291922105], [0, 0, 1.407239599227951]]",4,0.0,0.0,1.0,0.9525,1.0,80,80,[],0
0.004,0.0002,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.7703124008755241], [0, 0, -1.336495152230446], [0, 0, -0.25346561649716104], [0, 0, -0.019676160011535]]",4,0.0,0.0,1.0,0.941666666666666,1.0,80,80,[],0
0.004,0.0002,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.08185842226748], [0, 0, -2.933214776513857], [0, 0, -1.43091135726272], [0, 0, 1.295465109683384]]",4,0.0,0.0,1.0,0.959183673469387,1.0,80,80,[],0
0.004,0.0002,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.46800844373916106], [0, 0, 0.582024938281242], [0, 0, -0.5466020136003981], [0, 0, -0.0058061235464490005]]",4,0.0,0.0,1.0,0.953125,1.0,80,80,[],0
0.004,0.0004,0.01,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 1.126013946759045], [0, 0, -0.8837059194600051], [0, 0, 0.878279866011856], [0, 0, 0.608212722790837]]",4,0.0,0.0,1.0,0.745,1.0,80,80,[],0
0.004,0.0004,0.01,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.1856755318461891], [0, 0, -0.40767619906797803], [0, 0, 0.44384203498370706], [0, 0, -0.37976803011334903]]",4,0.0,0.0,0.95,0.766666666666666,1.0,76,80,[],0
0.004,0.0004,0.01,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.31313101869582205], [0, 0, -1.710170437809282], [0, 0, -1.203977200001426], [0, 0, -1.19793263859913]]",4,0.013157894736842,0.0,0.9375,0.7117346938775511,1.0,76,80,[17],0
0.004,0.0004,0.01,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.761143798910474], [0, 0, -0.5046687122153231], [0, 0, 0.146366082569612], [0, 0, 0.154152152305708]]",4,0.0,0.0,0.9875,0.734375,1.0,79,80,[],0
0.004,0.0004,0.02,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 1.06031132627684], [0, 0, -0.13808956543233802], [0, 0, -0.31484888886370205], [0, 0, -1.468076615271264]]",4,0.0,0.0,0.975,0.6975,1.0,78,80,[],0
0.004,0.0004,0.02,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.379474181938001], [0, 0, -0.7986336964325611], [0, 0, 0.299563883480967], [0, 0, 0.77926133161346]]",4,0.0,0.0,0.9875,0.747222222222222,1.0,79,80,[],0
0.004,0.0004,0.02,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.493803407789188], [0, 0, -0.267019860038652], [0, 0, -0.027468934718238], [0, 0, 0.025950295222932]]",4,0.0,0.0,0.975,0.7423469387755101,1.0,78,80,[],0
0.004,0.0004,0.02,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 2.031628836299786], [0, 0, -0.09078320257045001], [0, 0, -0.878352672272754], [0, 0, 0.5768721242290851]]",4,0.0,0.0,0.9875,0.7682291666666661,1.0,79,80,[],0
0.004,0.0004,0.04,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 1.088728925117547], [0, 0, 0.002063619689787], [0, 0, 1.283294899620215], [0, 0, 1.611140598101326]]",4,0.0,0.0,1.0,0.7675000000000001,1.0,80,80,[],0
0.004,0.0004,0.04,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 1.262404588996798], [0, 0, -0.188644792117919], [0, 0, 0.45010487565879703], [0, 0, -0.29481918095574]]",4,0.0,0.0,0.975,0.7611111111111111,0.9974358974358972,78,80,[],0
0.004,0.0004,0.04,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.94987625021955], [0, 0, -1.025856786756338], [0, 0, -0.8810984521924521], [0, 0, -0.354720166878488]]",4,0.0,0.0,0.9875,0.7780612244897951,1.0,79,80,[],0
0.004,0.0004,0.04,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.8479822918128901], [0, 0, 0.9112120173946181], [0, 0, 0.946623179231263], [0, 0, 0.9422834794694901]]",4,0.0,0.0,1.0,0.755208333333333,1.0,80,80,[],0
0.004,0.0006,0.01,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -1.218852877859884], [0, 0, 0.344021242368795], [0, 0, -2.076828544710118], [0, 0, -0.25679505288369203]]",4,0.0,0.0,0.7875000000000001,0.495,1.0,63,80,[],0
0.004,0.0006,0.01,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.848176308511785], [0, 0, -1.7582205455810742], [0, 0, 0.396198358289416], [0, 0, -1.734840210942283]]",4,0.0,0.0,0.8125,0.5083333333333331,1.0,65,80,[],0
0.004,0.0006,0.01,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.1588702187391], [0, 0, -0.08998598890049], [0, 0, 0.08295171286759101], [0, 0, -0.062841600843971]]",4,0.0,0.0,0.7625000000000001,0.48469387755102,1.0,61,80,[],0
0.004,0.0006,0.01,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.435692766229664], [0, 0, -0.532506172505768], [0, 0, 1.109532480692802], [0, 0, 0.8804017564200061]]",4,0.0,0.0,0.7625000000000001,0.484375,1.0,61,80,[],0
0.004,0.0006,0.02,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.35044873410731103], [0, 0, 1.132555918767222], [0, 0, -0.043181613596761], [0, 0, 0.093965778257171]]",4,0.0,0.0,0.8125,0.4975,1.0,65,80,[],0
0.004,0.0006,0.02,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.37721781979829305], [0, 0, 1.043771532597682], [0, 0, 0.9123217429611311], [0, 0, -0.136759703529617]]",4,0.0,0.0,0.75,0.497222222222222,1.0,60,80,[],0
0.004,0.0006,0.02,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.21651778676234001], [0, 0, -0.852141989800907], [0, 0, -0.051982968369217], [0, 0, -0.37924470830487406]]",4,0.0,0.0,0.775,0.48469387755102,1.0,62,80,[],0
0.004,0.0006,0.02,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.776142731879611], [0, 0, 0.6388018620036501], [0, 0, -1.011234505157938], [0, 0, -1.665486162402967]]",4,0.0,0.0,0.7125,0.453125,1.0,57,80,[],0
0.004,0.0006,0.04,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, 2.298208627637757], [0, 0, 1.4287628525877851], [0, 0, -0.436731282910285], [0, 0, 0.33060596456452]]",4,0.0,0.0,0.8250000000000001,0.505,1.0,66,80,[],0
0.004,0.0006,0.04,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.216144094205305], [0, 0, -1.7642274753317122], [0, 0, 0.8445114913078], [0, 0, -0.6939785815060711]]",4,0.0,0.0,0.8,0.527777777777777,1.0,64,80,[],0
0.004,0.0006,0.04,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.321374243996965], [0, 0, -1.7189484138331521], [0, 0, 0.06879678905878], [0, 0, -0.43936878650217803]]",4,0.0,0.0,0.725,0.454081632653061,1.0,58,80,[],0
0.004,0.0006,0.04,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.7549417909396701], [0, 0, 0.36207186525821], [0, 0, 0.406432714469079], [0, 0, -0.028077743854202003]]",4,0.0,0.0,0.7875000000000001,0.494791666666666,1.0,63,80,[],0
0.004,0.0008,0.01,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.9330184795920891], [0, 0, 1.183453603410933], [0, 0, -0.88056785179231], [0, 0, 0.42569383127549004]]",4,0.022222222222222,0.0,0.55,0.3375,1.0,45,80,[13],0
0.004,0.0008,0.01,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, -1.240829510598625], [0, 0, 0.052728907150624005], [0, 0, 0.21346391941668802], [0, 0, -0.019952822025715]]",4,0.0,0.0,0.5750000000000001,0.341666666666666,1.0,46,80,[],0
0.004,0.0008,0.01,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.6522101552567571], [0, 0, -0.17477101053681102], [0, 0, -2.223177136449695], [0, 0, -1.5181001197815172]]",4,0.0,0.0,0.525,0.321428571428571,1.0,42,80,[],0
0.004,0.0008,0.01,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.6976154516508161], [0, 0, 0.8167882324341441], [0, 0, -0.34857531906003203], [0, 0, 0.178107410688904]]",4,0.0,0.0,0.6000000000000001,0.375,1.0,48,80,[],0
0.004,0.0008,0.02,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.6327661772836081], [0, 0, -1.142761172386165], [0, 0, 0.68977575863126], [0, 0, -0.5427884797451921]]",4,0.0,0.0,0.6125,0.3825,1.0,49,80,[],0
0.004,0.0008,0.02,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, 1.013093431574916], [0, 0, 0.41441234866643706], [0, 0, -0.22597550992426602], [0, 0, -0.781025039784202]]",4,0.0,0.0,0.6000000000000001,0.338888888888888,1.0,48,80,[],0
0.004,0.0008,0.02,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.23495437697833202], [0, 0, 0.30836941653515804], [0, 0, -0.7358325214175371], [0, 0, 0.10080853572041301]]",4,0.0,0.0,0.6125,0.369897959183673,1.0,49,80,[],0
0.004,0.0008,0.02,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.8528452722612501], [0, 0, 0.008314785362566001], [0, 0, -0.38039467119777703], [0, 0, -0.42924519776816805]]",4,0.0,0.0,0.6125,0.390625,1.0,49,80,[],0
0.004,0.0008,0.04,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.551937994121332], [0, 0, -1.8584935406208052], [0, 0, -0.265678029623287], [0, 0, 0.547983463819479]]",4,0.0,0.0,0.5125000000000001,0.3025,1.0,41,80,[],0
0.004,0.0008,0.04,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, 1.074985485133305], [0, 0, 0.6501708129581141], [0, 0, -0.863108075102036], [0, 0, -1.063448818852388]]",4,0.0,0.0,0.6000000000000001,0.322222222222222,1.0,48,80,[],0
