hit_res,multi_scatter,ghost_rate,drop_rate,epsilon,phi_range,theta_range,primary_vertices,event_count,ghost_rate_metrics,clone_fraction_metrics,reconstruction_efficiency_metrics,hit_efficiency_metrics,purity_metrics,total_rec_tracks_metrics,total_truth_tracks_metrics,ghost_tracks_metrics,clones_count_metrics
0.0,0.0,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.8977298541307799], [0, 0, 0.7790573337317691], [0, 0, 1.2137564963993], [0, 0, -0.656498114860766]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.0,0.0,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.567227498175196], [0, 0, 1.179045458657004], [0, 0, -0.363069592199316], [0, 0, 1.074678581421571]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.0,0.0002,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.38932394043483604], [0, 0, -0.360911141670254], [0, 0, 0.363626864092955], [0, 0, -0.6900704322397111]]",4,0.0,0.0,1.0,0.98,1.0,80,80,[],0
0.0,0.0002,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.678714767672568], [0, 0, 0.533045177433297], [0, 0, 0.963486116485301], [0, 0, -0.30752179072747804]]",4,0.0,0.0,1.0,0.9805555555555552,1.0,80,80,[],0
0.0,0.0002,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.28982456587139904], [0, 0, -0.939411095826938], [0, 0, 0.062119156490959004], [0, 0, 1.4626812397193332]]",4,0.0,0.0,1.0,0.99234693877551,1.0,80,80,[],0
0.0,0.0002,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.581796790017069], [0, 0, 1.312976975126504], [0, 0, 0.49347739589674905], [0, 0, -0.24348557653200603]]",4,0.0,0.0,1.0,0.986979166666666,1.0,80,80,[],0
0.0,0.0002,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.368067588404764], [0, 0, 0.42313092391935603], [0, 0, 0.35645559199646804], [0, 0, -1.684711430008879]]",4,0.0,0.0,1.0,0.99,1.0,80,80,[],0
0.0,0.0002,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.33032855277509504], [0, 0, -0.45688863612519803], [0, 0, 1.279656413022063], [0, 0, -0.7412963595126341]]",4,0.012820512820512,0.0,0.9625,0.958333333333333,1.0,78,80,[38],0
0.0,0.0002,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.38304079694242504], [0, 0, 0.8777158308007351], [0, 0, 0.6591347445546151], [0, 0, 0.6394073932795621]]",4,0.0,0.0,1.0,0.9821428571428572,1.0,80,80,[],0
0.0,0.0002,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.13125661173602202], [0, 0, -1.1481742090506781], [0, 0, -0.23356279342826503], [0, 0, -1.104773760742632]]",4,0.0,0.0,1.0,0.989583333333333,1.0,80,80,[],0
0.0,0.0002,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.8900934420764961], [0, 0, -0.671514220303843], [0, 0, -0.071255265213718], [0, 0, -0.191959344146164]]",4,0.0,0.0,1.0,0.9925,1.0,80,80,[],0
0.0,0.0002,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.8054155410297971], [0, 0, 0.080571420522959], [0, 0, -1.616395991057917], [0, 0, 0.08162820493153301]]",4,0.0,0.0,1.0,0.994444444444444,0.997499999999999,80,80,[],0
0.0,0.0002,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.26710581150725804], [0, 0, -1.228094011530193], [0, 0, 1.552579594764898], [0, 0, -0.45672642347221604]]",4,0.0,0.0,1.0,0.99234693877551,1.0,80,80,[],0
0.0,0.0002,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.9068756181923491], [0, 0, -0.7792860120822], [0, 0, -0.837053104480712], [0, 0, 0.8425456691337541]]",4,0.0,0.0,1.0,0.9921875,1.0,80,80,[],0
0.0,0.0004,0.01,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.649710762321785], [0, 0, -1.049990991593745], [0, 0, 1.30506701293218], [0, 0, 1.040983695152746]]",4,0.012820512820512,0.0,0.9625,0.76,1.0,78,80,[26],0
0.0,0.0004,0.01,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 2.37833769762615], [0, 0, -0.818832851304498], [0, 0, -2.372649730783224], [0, 0, -0.9279635371447981]]",4,0.0,0.0,0.975,0.7916666666666661,0.9974358974358972,78,80,[],0
0.0,0.0004,0.01,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.869983807166644], [0, 0, 0.330419730076256], [0, 0, -1.559438081101172], [0, 0, -0.727891326652853]]",4,0.0,0.0,0.9875,0.803571428571428,1.0,79,80,[],0
0.0,0.0004,0.01,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 2.366262410195131], [0, 0, -1.228950423903979], [0, 0, 1.154408053569836], [0, 0, -0.744327937443909]]",4,0.012987012987012,0.0,0.95,0.7682291666666661,1.0,77,80,[15],0
0.0,0.0004,0.02,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -2.224236084261079], [0, 0, -1.0723040194570599], [0, 0, 2.13581968011286], [0, 0, -1.85584409583738]]",4,0.0,0.0,1.0,0.7925000000000001,1.0,80,80,[],0
0.0,0.0004,0.02,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.44875811333639004], [0, 0, 0.29784941568357903], [0, 0, -0.43595777534165603], [0, 0, -1.151971016191641]]",4,0.0,0.0,1.0,0.7861111111111111,1.0,80,80,[],0
0.0,0.0004,0.02,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.10612775539311901], [0, 0, -0.34888661661705805], [0, 0, -0.35108362339236404], [0, 0, -0.24719409220881502]]",4,0.012658227848101,0.0,0.975,0.7474489795918361,1.0,79,80,[47],0
0.0,0.0004,0.02,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.9028151291782681], [0, 0, 0.87023539229122], [0, 0, 0.391240646371859], [0, 0, 2.239789077014879]]",4,0.0,0.0,0.9875,0.802083333333333,1.0,79,80,[],0
0.0,0.0004,0.04,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.316315660985703], [0, 0, 0.068561101479391], [0, 0, -0.789192901813167], [0, 0, 0.295607051907178]]",4,0.0,0.0,1.0,0.77,1.0,80,80,[],0
0.0,0.0004,0.04,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.053601303400365], [0, 0, -1.024031082129315], [0, 0, 1.54564760513298], [0, 0, 1.043669696450724]]",4,0.0,0.0,0.9875,0.772222222222222,1.0,79,80,[],0
0.0,0.0004,0.04,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.19588097938825502], [0, 0, -0.095903697413401], [0, 0, 1.037637068660046], [0, 0, -1.058845559109649]]",4,0.012820512820512,0.0,0.9625,0.7653061224489791,1.0,78,80,[8],0
0.0,0.0004,0.04,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.178337600479114], [0, 0, 0.7629880378264731], [0, 0, 0.5831043872003461], [0, 0, 1.255893916413533]]",4,0.0,0.0,1.0,0.7994791666666661,0.996875,80,80,[],0
0.0,0.0006,0.01,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.173610296717183], [0, 0, -1.11543426435511], [0, 0, -0.364286155402239], [0, 0, -1.40109547242908]]",4,0.0,0.0,0.85,0.5650000000000001,1.0,68,80,[],0
0.0,0.0006,0.01,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 2.074489883661032], [0, 0, 0.9208770626719681], [0, 0, -0.691110692683438], [0, 0, 0.630971670589308]]",4,0.0,0.0,0.8250000000000001,0.5361111111111111,1.0,66,80,[],0
0.0,0.0006,0.01,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, -2.325318329382926], [0, 0, -0.070977657302337], [0, 0, -0.059644045925363], [0, 0, -1.095135196002725]]",4,0.0,0.0,0.8250000000000001,0.535714285714285,1.0,66,80,[],0
0.0,0.0006,0.01,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.260758756497314], [0, 0, 2.514837509505231], [0, 0, -0.22313716281381002], [0, 0, -0.391709323794908]]",4,0.0,0.0,0.8875000000000001,0.575520833333333,1.0,71,80,[],0
0.0,0.0006,0.02,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.149702273932542], [0, 0, -0.207245877525285], [0, 0, 0.5511109584121261], [0, 0, -0.771144907220161]]",4,0.0,0.0,0.8250000000000001,0.5325,1.0,66,80,[],0
0.0,0.0006,0.02,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.428122983041324], [0, 0, 2.120581489293426], [0, 0, -0.069593070955884], [0, 0, 0.714385505371752]]",4,0.0,0.0,0.875,0.6083333333333331,1.0,70,80,[],0
0.0,0.0006,0.02,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, -2.049609332239355], [0, 0, 0.587770775924872], [0, 0, 1.068309397584288], [0, 0, 1.234029088104331]]",4,0.0,0.0,0.8625,0.561224489795918,1.0,69,80,[],0
0.0,0.0006,0.02,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, 1.9383699103469931], [0, 0, 1.235836643515363], [0, 0, -0.921654105290423], [0, 0, -0.871368142826171]]",4,0.0,0.0,0.7375,0.471354166666666,1.0,59,80,[],0
0.0,0.0006,0.04,0.0,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.318410146785635], [0, 0, -0.887916364407593], [0, 0, -0.33539945215015404], [0, 0, -0.37536036517182503]]",4,0.015151515151515,0.0,0.8125,0.51,1.0,66,80,[64],0
0.0,0.0006,0.04,0.1,2.879998617588697e-06,0.2,0.2,"[[0, 0, 2.741072365426984], [0, 0, -0.55914350951768], [0, 0, -1.19718036640287], [0, 0, 0.0027553497949840003]]",4,0.0,0.0,0.9,0.5777777777777771,0.993749999999999,72,80,[],0
0.0,0.0006,0.04,0.02,2.879998617588697e-06,0.2,0.2,"[[0, 0, 0.744149157199356], [0, 0, 0.43793291412344104], [0, 0, -1.056973133443998], [0, 0, 0.9704044362295451]]",4,0.0,0.0,0.8125,0.545918367346938,1.0,65,80,[],0
0.0,0.0006,0.04,0.04,2.879998617588697e-06,0.2,0.2,"[[0, 0, -0.6763483326588261], [0, 0, -0.11271090698326201], [0, 0, -1.763917128358081], [0, 0, 2.121389365722353]]",4,0.0,0.0,0.8,0.520833333333333,1.0,64,80,[],0
0.0,0.0008,0.01,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.606979578401705], [0, 0, 1.982852193107585], [0, 0, -1.319090851640774], [0, 0, -0.718994741049059]]",4,0.0,0.0,0.5750000000000001,0.35,1.0,46,80,[],0
0.0,0.0008,0.01,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.5032964600977861], [0, 0, 0.40091359668306603], [0, 0, -2.865130243597606], [0, 0, -1.42871796098646]]",4,0.0,0.0,0.525,0.305555555555555,1.0,42,80,[],0
0.0,0.0008,0.01,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.11390433446468001], [0, 0, 0.43986562915528904], [0, 0, -2.7719678122470253], [0, 0, -0.45885741051238205]]",4,0.018867924528301,0.0,0.65,0.36734693877551,1.0,53,80,[25],0
0.0,0.0008,0.01,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, 1.046666348163924], [0, 0, 1.331243853719211], [0, 0, -1.129442131436315], [0, 0, -0.6715932486235551]]",4,0.0,0.0,0.4875,0.2890625,1.0,39,80,[],0
0.0,0.0008,0.02,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.03352895264385], [0, 0, -0.355029958582805], [0, 0, -1.686123491453789], [0, 0, -0.9716397035485861]]",4,0.0,0.0,0.5625,0.33,1.0,45,80,[],0
0.0,0.0008,0.02,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.059570230412018005], [0, 0, 0.25890646145587504], [0, 0, -0.24785670028061502], [0, 0, -1.330076494465422]]",4,0.022222222222222,0.0,0.55,0.336111111111111,1.0,45,80,[38],0
0.0,0.0008,0.02,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.656839853164056], [0, 0, 1.209814415972314], [0, 0, -0.208232489131107], [0, 0, -1.507109965000932]]",4,0.0,0.0,0.45,0.265306122448979,1.0,36,80,[],0
0.0,0.0008,0.02,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.309729015108688], [0, 0, 0.09727083147338801], [0, 0, -1.166601786953268], [0, 0, -0.07495596141298301]]",4,0.0,0.0,0.6000000000000001,0.341145833333333,1.0,48,80,[],0
0.0,0.0008,0.04,0.0,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.36713762280278905], [0, 0, 0.9284741522226351], [0, 0, 0.46171176762229305], [0, 0, 0.596836907145013]]",4,0.0,0.0,0.5125000000000001,0.3125,1.0,41,80,[],0
0.0,0.0008,0.04,0.1,5.119995630908924e-06,0.2,0.2,"[[0, 0, 1.9976211946096782], [0, 0, -1.839185769643479], [0, 0, 0.13289197312125], [0, 0, 0.0049974294556610005]]",4,0.0,0.0,0.5,0.302777777777777,1.0,40,80,[],0
0.0,0.0008,0.04,0.02,5.119995630908924e-06,0.2,0.2,"[[0, 0, -0.31892542756192305], [0, 0, -0.7757252304647151], [0, 0, 0.174488152925546], [0, 0, -0.7286710609942291]]",4,0.0,0.0,0.525,0.313775510204081,1.0,42,80,[],0
0.0,0.0008,0.04,0.04,5.119995630908924e-06,0.2,0.2,"[[0, 0, 0.48407364745733605], [0, 0, 0.551261830281882], [0, 0, -2.2563090643607913], [0, 0, 0.19968465932843202]]",4,0.0,0.0,0.6375000000000001,0.361979166666666,1.0,51,80,[],0
0.0,0.001,0.01,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, 1.256225463850911], [0, 0, -0.245193011871902], [0, 0, 1.907657273434588], [0, 0, -0.032774247515312]]",4,0.034482758620689,0.0,0.35,0.185,1.0,29,80,[28],0
0.0,0.001,0.01,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.40995736152550305], [0, 0, 0.25635097344213004], [0, 0, -0.743044446121312], [0, 0, -1.508281949136079]]",4,0.0,0.0,0.3,0.158333333333333,1.0,24,80,[],0
0.0,0.001,0.01,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, 1.214266737751355], [0, 0, -1.048682924982362], [0, 0, -0.029934037625056004], [0, 0, -1.3474699318614891]]",4,0.0,0.0,0.375,0.204081632653061,1.0,30,80,[],0
0.0,0.001,0.01,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, 1.094144519756138], [0, 0, 1.8144344833131512], [0, 0, 1.4408806126540061], [0, 0, 0.891893064428912]]",4,0.0,0.0,0.35,0.190104166666666,1.0,28,80,[],0
0.0,0.001,0.02,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, 1.157098279740564], [0, 0, -0.202732633648735], [0, 0, 1.275450975308639], [0, 0, -0.09306018408648101]]",4,0.0,0.0,0.375,0.195,1.0,30,80,[],0
0.0,0.001,0.02,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, -1.783025116061027], [0, 0, 0.319498858705974], [0, 0, -0.9107234424796451], [0, 0, -1.221374779803771]]",4,0.0,0.0,0.475,0.266666666666666,1.0,38,80,[],0
0.0,0.001,0.02,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, 1.226058341659036], [0, 0, 1.029119363332521], [0, 0, -2.556390745654685], [0, 0, -0.596804569766751]]",4,0.0,0.0,0.425,0.23469387755102,1.0,34,80,[],0
0.0,0.001,0.02,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.6677357041134381], [0, 0, 1.542483331280509], [0, 0, 0.44009437967389003], [0, 0, -1.155709453282427]]",4,0.0,0.0,0.35,0.1875,1.0,28,80,[],0
0.0,0.001,0.04,0.0,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.9661528753475781], [0, 0, -0.029152161378403003], [0, 0, -0.46815862639814104], [0, 0, 0.135567105294705]]",4,0.0,0.0,0.45,0.2475,1.0,36,80,[],0
0.0,0.001,0.04,0.1,7.999989333318247e-06,0.2,0.2,"[[0, 0, -2.2263776151060872], [0, 0, -1.372288452320872], [0, 0, 0.07643024130246201], [0, 0, 0.443065106635169]]",4,0.0,0.0,0.35,0.194444444444444,1.0,28,80,[],0
0.0,0.001,0.04,0.02,7.999989333318247e-06,0.2,0.2,"[[0, 0, 0.081417892586196], [0, 0, -1.1798831360389501], [0, 0, -1.4352154446850132], [0, 0, -1.311613219353828]]",4,0.0,0.0,0.35,0.209183673469387,1.0,28,80,[],0
0.0,0.001,0.04,0.04,7.999989333318247e-06,0.2,0.2,"[[0, 0, -0.031589501015131], [0, 0, -1.4536678791740911], [0, 0, 0.275736833968598], [0, 0, 1.07394404926055]]",4,0.0,0.0,0.475,0.244791666666666,1.0,38,80,[],0
0.002,0.0,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.43953593694028903], [0, 0, -0.32495075687839603], [0, 0, -1.564720078316117], [0, 0, -0.864489213515589]]",4,0.0,0.0,1.0,1.0,0.9958333333333332,80,80,[],0
0.002,0.0,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.383236780802692], [0, 0, -1.104128968114909], [0, 0, 1.231058573677558], [0, 0, -0.564895241175836]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.20428225064114303], [0, 0, -1.33902679041974], [0, 0, -0.269518414474232], [0, 0, 0.1781751801932]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.26645546004283804], [0, 0, 0.7566653954745091], [0, 0, -0.433239393793095], [0, 0, -0.7166088585042041]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.442938826763842], [0, 0, 0.45650780264028], [0, 0, 1.454678729646255], [0, 0, -2.577280498912143]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 2.114964251002716], [0, 0, 0.022523139899173], [0, 0, 0.693171688481897], [0, 0, 0.406204499882577]]",4,0.0,0.0,1.0,1.0,0.997499999999999,80,80,[],0
0.002,0.0,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.593704313532697], [0, 0, -1.41173211925631], [0, 0, 0.092335372973184], [0, 0, 0.586466711278243]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.3783547262785372], [0, 0, -1.389889743920435], [0, 0, 0.270816325611248], [0, 0, 2.1812075486266362]]",4,0.012658227848101,0.0,0.975,0.973958333333333,1.0,79,80,[14],0
0.002,0.0,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.418116753461041], [0, 0, -1.238279763070391], [0, 0, 0.753997797521021], [0, 0, 0.7048828887666561]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.304314329182911], [0, 0, 1.170602934896349], [0, 0, -0.10715387201986501], [0, 0, -0.773262569795344]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.006457901042890001], [0, 0, -0.26687027937929303], [0, 0, 0.5328655647674531], [0, 0, -1.209070141090411]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.6669532940229161], [0, 0, 0.48656419394626405], [0, 0, -0.547186392084219], [0, 0, 1.200282044568653]]",4,0.0,0.0,1.0,1.0,1.0,80,80,[],0
0.002,0.0002,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.859749675020217], [0, 0, -0.022834903513672], [0, 0, -0.913896208634657], [0, 0, -0.563682779887358]]",4,0.0,0.0,1.0,0.9775,1.0,80,80,[],0
0.002,0.0002,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.730779187339489], [0, 0, -0.061541735331306004], [0, 0, 0.838515758788123], [0, 0, -0.040657960159845005]]",4,0.0,0.0,1.0,0.9777777777777772,1.0,80,80,[],0
0.002,0.0002,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.679978883330427], [0, 0, 0.058834098382021006], [0, 0, 0.018480781883808], [0, 0, -1.084956263844181]]",4,0.012658227848101,0.0,0.975,0.956632653061224,1.0,79,80,[2],0
0.002,0.0002,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.784522476262796], [0, 0, -0.10973288271414101], [0, 0, -1.625472648084467], [0, 0, -2.09127579343902]]",4,0.0,0.0,1.0,0.96875,1.0,80,80,[],0
0.002,0.0002,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.7307709137084442], [0, 0, 0.11337183652362201], [0, 0, -0.751594795352535], [0, 0, -0.044507770720536]]",4,0.0,0.0,1.0,0.9875,1.0,80,80,[],0
0.002,0.0002,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.084986679069961], [0, 0, 0.724012366875692], [0, 0, -0.48506208171680404], [0, 0, -0.9866736553980751]]",4,0.0,0.0,1.0,0.9833333333333332,1.0,80,80,[],0
0.002,0.0002,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.5773102541896991], [0, 0, -1.6401042643236061], [0, 0, 0.38722531844894403], [0, 0, 0.057520580717765]]",4,0.0,0.0,1.0,0.9821428571428572,1.0,80,80,[],0
0.002,0.0002,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.7583099549548471], [0, 0, 0.422630524366638], [0, 0, 0.46746351208039605], [0, 0, -0.658321566639196]]",4,0.0,0.0,1.0,0.981770833333333,1.0,80,80,[],0
0.002,0.0002,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.6621936374099431], [0, 0, 0.137666502617967], [0, 0, 0.260799462489325], [0, 0, -1.806145233974918]]",4,0.0,0.0,1.0,0.9925,1.0,80,80,[],0
0.002,0.0002,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.674647186500506], [0, 0, 1.390007063593577], [0, 0, -0.9353054453200951], [0, 0, 0.006647408346654]]",4,0.0,0.0,1.0,0.972222222222222,1.0,80,80,[],0
0.002,0.0002,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 2.476775359846096], [0, 0, -1.589094343002511], [0, 0, 0.861180641762016], [0, 0, 2.24226674713229]]",4,0.025641025641025,0.0,0.95,0.923469387755102,1.0,78,80,"[1, 30]",0
0.002,0.0002,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.438859298165622], [0, 0, 0.46495235189787804], [0, 0, -0.552258656217929], [0, 0, -1.156782550782014]]",4,0.0,0.0,1.0,0.984375,1.0,80,80,[],0
0.002,0.0004,0.01,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, 0.137769478136738], [0, 0, 0.7086483508856251], [0, 0, 0.220366960344049], [0, 0, 0.24998682346953102]]",4,0.0,0.0,0.9875,0.7625000000000001,1.0,79,80,[],0
0.002,0.0004,0.01,0.1,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.637241898673028], [0, 0, -1.965359068352389], [0, 0, -0.311699365633377], [0, 0, 0.37070768220607503]]",4,0.012658227848101,0.0,0.975,0.738888888888888,1.0,79,80,[35],0
0.002,0.0004,0.01,0.02,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.061010612317899005], [0, 0, -1.118227144523089], [0, 0, -0.07112934817866401], [0, 0, -1.102546446643065]]",4,0.0,0.0,0.9875,0.7627551020408161,1.0,79,80,[],0
0.002,0.0004,0.01,0.04,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -0.7656123279751871], [0, 0, 0.265902924677331], [0, 0, 0.8667301041530411], [0, 0, -0.268306632198467]]",4,0.0,0.0,0.9875,0.770833333333333,1.0,79,80,[],0
0.002,0.0004,0.02,0.0,1.2799997269885562e-06,0.2,0.2,"[[0, 0, -1.248863663467315], [0, 0, 0.40198002841060204], [0, 0, -0.18938106627630102], [0, 0, 0.28142940376333203]]",4,0.0,0.0,0.9875,0.8025,1.0,79,80,[],0
