Hit_res,efficency_err,Multi_scatter,mean,rms,n
0.0,0.0,0.0008,0.36833333333333335,0.06599663291074444,3
0.0,0.02,0.0008,0.3392857142857137,0.029530196180587318,3
0.0,0.04,0.0008,0.359375,0.02780489128133154,3
0.0,0.1,0.0008,0.32037037037037003,0.018472164206722312,3
0.0006000000000000001,0.0,0.0008,0.3341666666666667,0.02953340857778225,3
0.0006000000000000001,0.02,0.0008,0.35204081632653006,0.026015405681596073,3
0.0006000000000000001,0.04,0.0008,0.3628472222222217,0.028074586161104406,3
0.0006000000000000001,0.1,0.0008,0.33981481481481407,0.017022941028565,3
0.002,0.0,0.0008,0.3558333333333334,0.04496912521077346,3
0.002,0.02,0.0008,0.3307823129251697,0.014777336051856159,3
0.002,0.04,0.0008,0.3437499999999997,0.037617966458368665,3
0.002,0.1,0.0008,0.33703703703703675,0.0034644975803460615,3
0.004,0.0,0.0008,0.35250000000000004,0.042866070498705604,3
0.004,0.02,0.0008,0.33928571428571397,0.02194470731388441,3
0.004,0.04,0.0008,0.337673611111111,0.03156190792135029,3
0.004,0.1,0.0008,0.34629629629629605,0.05743726821952185,3
