Hit_res,Multi_scatter,noise_rate,efficency_err,epsilon,phi_range,theta_range,primary_verticies,event_count,ghost_rate_metrics,clone_fraction_metrics,reconstruction_efficiency_metrics,hit_efficiency_metrics,purity_metrics,total_rec_tracks_metrics,total_truth_tracks_metrics,ghost_tracks_metrics,clones_count_metrics,metrics
0,0,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.38151112349654903]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.582896384617952]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.713488521640358]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.003478588969513]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.093120693970381]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 2.059382615522532]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.3512053162282651]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.148100295574772]]",1,0.0,0.0,1.0,1.022222222222222,0.9800000000000001,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.022222222222222, 'purity': 0.9800000000000001, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.83616691276923]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.493298672575691]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.01,0.0,4.999958333473665e-05,0.2,0.2,"[[0, 0, 1.117052802261266]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.01,0.1,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.704899439348713]]",1,0.0,0.0,0.1,0.066666666666666,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.066666666666666, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.01,0.02,4.999958333473665e-05,0.2,0.2,"[[0, 0, -1.2084604475253111]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.01,0.04,4.999958333473665e-05,0.2,0.2,"[[0, 0, -1.416126975535594]]",1,0.0,0.0,0.1,0.0625,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.0625, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.02,0.0,4.999958333473665e-05,0.2,0.2,"[[0, 0, -0.30819707184752204]]",1,0.0,0.0,0.1,0.06,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.06, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.02,0.1,4.999958333473665e-05,0.2,0.2,"[[0, 0, -0.31529870577299]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.02,0.02,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.372217020100902]]",1,0.0,0.0,0.1,0.061224489795918005,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.061224489795918005, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.02,0.04,4.999958333473665e-05,0.2,0.2,"[[0, 0, -2.228790365256749]]",1,0.0,0.0,0.2,0.145833333333333,1.0,2,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.2, 'hit_efficiency': 0.145833333333333, 'purity': 1.0, 'total_rec_tracks': 2, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.04,0.0,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.28915689858105503]]",1,0.0,0.0,0.1,0.06,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.06, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.04,0.1,4.999958333473665e-05,0.2,0.2,"[[0, 0, -0.98468124426318]]",1,0.0,0.0,0.1,0.066666666666666,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.066666666666666, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.04,0.02,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.250564931226178]]",1,0.0,0.0,0.1,0.040816326530612006,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.040816326530612006, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.002,0.04,0.04,4.999958333473665e-05,0.2,0.2,"[[0, 0, -1.124230070251382]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.081801822780549]]",1,0.0,0.0,1.0,0.96,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.96, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.246454768106795]]",1,0.0,0.0,1.0,0.9777777777777771,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.9777777777777771, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.8339846113481321]]",1,0.0,0.0,1.0,0.9795918367346931,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.9795918367346931, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.1025346569853731]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.127397124158199]]",1,0.0,0.0,1.0,0.98,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.98, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.12251262298036102]]",1,0.0,0.0,1.0,0.9777777777777771,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.9777777777777771, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.277774732123868]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.31113364517373504]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.593178399511884]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.23896163895486203]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.48885781695566005]]",1,0.0,0.0,1.0,0.9795918367346931,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.9795918367346931, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0002,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.286953821110632]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.01,0.0,1.999999333368585e-06,0.2,0.2,"[[0, 0, 1.275461138738954]]",1,0.0,0.0,1.0,0.8200000000000001,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.8200000000000001, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.01,0.1,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.7909097759218071]]",1,0.0,0.0,1.0,0.8,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.8, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.01,0.02,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.40785442572747205]]",1,0.0,0.0,1.0,0.7755102040816321,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.7755102040816321, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.01,0.04,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.35276713170745905]]",1,0.0,0.0,1.0,0.8125,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.8125, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.02,0.0,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.8347384371259781]]",1,0.0,0.0,1.0,0.76,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.76, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.02,0.1,1.999999333368585e-06,0.2,0.2,"[[0, 0, 1.5725311486586442]]",1,0.0,0.0,0.9,0.711111111111111,1.0,9,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.9, 'hit_efficiency': 0.711111111111111, 'purity': 1.0, 'total_rec_tracks': 9, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.02,0.02,1.999999333368585e-06,0.2,0.2,"[[0, 0, -0.58580439430646]]",1,0.0,0.0,1.0,0.8367346938775511,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.8367346938775511, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.02,0.04,1.999999333368585e-06,0.2,0.2,"[[0, 0, -1.908062273199883]]",1,0.0,0.0,1.0,0.8541666666666661,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.8541666666666661, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.04,0.0,1.999999333368585e-06,0.2,0.2,"[[0, 0, -0.782571117797193]]",1,0.0,0.0,1.0,0.76,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.76, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.04,0.1,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.06309430085373001]]",1,0.0,0.0,1.0,0.777777777777777,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.777777777777777, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.04,0.02,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.271223515782265]]",1,0.0,0.0,1.0,0.7755102040816321,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.7755102040816321, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0,0.0004,0.04,0.04,1.999999333368585e-06,0.2,0.2,"[[0, 0, 0.14166798191135302]]",1,0.0,0.0,1.0,0.7916666666666661,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 0.7916666666666661, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.01,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.9298507560312571]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.01,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.205105999314619]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.01,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.29271622009669]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.01,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, 0.8567651028329081]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.02,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.173692875393855]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.02,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.7250895669335501]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.02,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.669321091849544]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.02,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.210847751934009]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.04,0.0,1.124999789103853e-06,0.2,0.2,"[[0, 0, 1.048258710973584]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.04,0.1,1.124999789103853e-06,0.2,0.2,"[[0, 0, -1.5023417422599912]]",1,0.0,0.0,1.0,1.022222222222222,0.9800000000000001,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.022222222222222, 'purity': 0.9800000000000001, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.04,0.02,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.87593708142083]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0,0.04,0.04,1.124999789103853e-06,0.2,0.2,"[[0, 0, -0.741951607151764]]",1,0.0,0.0,1.0,1.0,1.0,10,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 1.0, 'hit_efficiency': 1.0, 'purity': 1.0, 'total_rec_tracks': 10, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.01,0.0,4.999958333473665e-05,0.2,0.2,"[[0, 0, -0.051088816063338004]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.01,0.1,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.24523157775729001]]",1,0.0,0.0,0.1,0.066666666666666,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.066666666666666, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.01,0.02,4.999958333473665e-05,0.2,0.2,"[[0, 0, 1.1040842728834561]]",1,0.0,0.0,0.2,0.12244897959183601,1.0,2,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.2, 'hit_efficiency': 0.12244897959183601, 'purity': 1.0, 'total_rec_tracks': 2, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.01,0.04,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.439051005322794]]",1,0.0,0.0,0.2,0.104166666666666,1.0,2,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.2, 'hit_efficiency': 0.104166666666666, 'purity': 1.0, 'total_rec_tracks': 2, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.02,0.0,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.304805320727985]]",1,0.0,0.0,0.2,0.12,1.0,2,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.2, 'hit_efficiency': 0.12, 'purity': 1.0, 'total_rec_tracks': 2, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.02,0.1,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.480986298168925]]",1,0.0,0.0,0.1,0.044444444444444,1.0,1,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.1, 'hit_efficiency': 0.044444444444444, 'purity': 1.0, 'total_rec_tracks': 1, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
0.002,0.002,0.02,0.02,4.999958333473665e-05,0.2,0.2,"[[0, 0, 0.14457263964848402]]",1,0.0,0.0,0.0,0.0,0.0,0,10,[],0,"{'ghost_rate': 0.0, 'clone_fraction': 0.0, 'reconstruction_efficiency': 0.0, 'hit_efficiency': 0.0, 'purity': 0.0, 'total_rec_tracks': 0, 'total_truth_tracks': 10, 'ghost_tracks': [], 'clones_count': 0}"
